N,Time (ms)
4840,39741
4841,39819
4842,39819
4843,39858
4844,39858
4845,39858
4846,39780
4847,39858
4848,39858
4849,39897
4850,39819
4851,39897
4852,39858
4853,39819
4854,39858
4855,39858
4856,39897
4857,39897
4858,39936
4859,39936
4860,39975
4861,39897
4862,39975
4863,39936
4864,39975
4865,39936
4866,39975
4867,40014
4868,39975
4869,40014
4870,40053
4871,40053
4872,40053
4873,40014
4874,40053
4875,40131
4876,40131
4877,40131
4878,40092
4879,41340
4880,40092
4881,40092
4882,40131
4883,40170
4884,40092
4885,40170
4886,40131
4887,40131
4888,40170
4889,40209
4890,40209
4891,40170
4892,40209
4893,40209
4894,40170
4895,40248
4896,40209
4897,40248
4898,40248
4899,40248
4900,40287
4901,40287
4902,40326
4903,40326
4904,40326
4905,40287
4906,40326
4907,40365
4908,40404
4909,40326
4910,40326
4911,40365
4912,40326
4913,40404
4914,40365
4915,40443
4916,40404
4917,40404
4918,40443
4919,40482
4920,40404
4921,40482
4922,40443
4923,40482
4924,40482
4925,40482
4926,40521
4927,40482
4928,40560
4929,40560
4930,40521
4931,40560
4932,40560
4933,44928
4934,41652
4935,42042
4936,42081
4937,40677
4938,40560
4939,40716
4940,43212
4941,40677
4942,40638
4943,40638
4944,40599
4945,40599
4946,40677
4947,40677
4948,40677
4949,40716
4950,40716
4951,40716
4952,40716
4953,40677
4954,40677
4955,40716
4956,40755
4957,40755
4958,40794
4959,40794
4960,40755
4961,40833
4962,40794
4963,40794
4964,40755
4965,40911
4966,40833
4967,40872
4968,40794
4969,40794
4970,40833
4971,40833
4972,40911
4973,40911
4974,40872
4975,40911
4976,40872
4977,40872
4978,40911
4979,40950
4980,40950
4981,40950
4982,40950
4983,40989
4984,40950
4985,40950
4986,40989
4987,41028
4988,41028
4989,41028
4990,41028
4991,41067
4992,40989
4993,40989
4994,41106
4995,41145
4996,41067
4997,41067
4998,41067
4999,41145
5000,41067
5001,41106
5002,41106
5003,41106
5004,41106
5005,41145
5006,41106
5007,41184
5008,41145
5009,41145
5010,41145
5011,41223
5012,41223
5013,41223
5014,41184
5015,41262
5016,41223
5017,41262
5018,41262
5019,41262
5020,41262
5021,41301
5022,41301
5023,41379
5024,41301
5025,43095
5026,41691
5027,55263
5028,41340
5029,41340
5030,41301
5031,41379
5032,42510
5033,41964
5034,41730
5035,41379
5036,41379
5037,41379
5038,41496
5039,41418
5040,41496
5041,41418
5042,41379
5043,41457
5044,41457
5045,41457
5046,41457
5047,41496
5048,41496
5049,41574
5050,41574
5051,41574
5052,41496
5053,41496
5054,41535
5055,41535
5056,41535
5057,41535
5058,41652
5059,41652
5060,42822
5061,41613
5062,41613
5063,41613
5064,42978
5065,42432
5066,42315
5067,42237
5068,42471
5069,42276
5070,42432
5071,42510
5072,42510
5073,42666
5074,42666
5075,42471
5076,53196
5077,53859
5078,53820
5079,53898
5080,53898
5081,53898
5082,54015
5083,53820
5084,53391
5085,53742
5086,54405
5087,53859
5088,53937
5089,54171
5090,54249
5091,54561
5092,54405
5093,54132
5094,53976
5095,54210
5096,53820
5097,54249
5098,54483
5099,54210
5100,54288
5101,53898
5102,54717
5103,54210
5104,54327
5105,54132
5106,54327
5107,61113
5108,54015
5109,54405
5110,53898
5111,53820
5112,54171
5113,54483
5114,54561
5115,54249
5116,54405
5117,54288
5118,53898
5119,54249
5120,53625
5121,54912
5122,55107
5123,54639
5124,54249
5125,53937
5126,54405
5127,54327
5128,54522
5129,54834
5130,54678
5131,54093
5132,55419
5133,63531
5134,54288
5135,55341
5136,55341
5137,54951
5138,55380
5139,54951
5140,53235
5141,54132
5142,54600
5143,54678
5144,54990
5145,54678
5146,54639
5147,54210
5148,53976
5149,53664
5150,53391
5151,53430
5152,53508
5153,53625
5154,53586
5155,53625
5156,53430
5157,53391
5158,53274
5159,53937
5160,54405
5161,55029
5162,54756
5163,55419
5164,54951
5165,55263
5166,54561
5167,53859
5168,54327
5169,54132
5170,54834
5171,54639
5172,54522
5173,53898
5174,53898
5175,54054
5176,54054
5177,61113
5178,55965
5179,55341
5180,55887
5181,55380
5182,55419
5183,55731
5184,54639
5185,55614
5186,55224
5187,55809
5188,55497
5189,55653
5190,55497
5191,55965
5192,65715
5193,58071
5194,68601
5195,55614
5196,72755
5197,43173
5198,69010
5199,42744
5200,42510
5201,42510
5202,42549
5203,42471
5204,42549
5205,42627
5206,42588
5207,42549
5208,52182
5209,46566
5210,50037
5211,51402
5212,43797
5213,42900
5214,42861
5215,42861
5216,42900
5217,42900
5218,42900
5219,42861
5220,42900
5221,42822
5222,42900
5223,42939
5224,43017
5225,42978
5226,42939
5227,43017
5228,42978
5229,43017
5230,42978
5231,43056
5232,43056
5233,42939
5234,43056
5235,43017
5236,43017
5237,43056
5238,43056
5239,43095
5240,43134
5241,43134
5242,43095
5243,43134
5244,43134
5245,43173
5246,43134
5247,43173
5248,43212
5249,43212
5250,43134
5251,43095
5252,43173
5253,43251
5254,43251
5255,43212
5256,46917
5257,43212
5258,43212
5259,43290
5260,44226
5261,43134
5262,43095
5263,43329
5264,43212
5265,43251
5266,43680
5267,43290
5268,43290
5269,43290
5270,43329
5271,43329
5272,43329
5273,43368
5274,43368
5275,43368
5276,43329
5277,43407
5278,43368
5279,43407
5280,43368
5281,43446
5282,43407
5283,43485
5284,43446
5285,43485
5286,43446
5287,43446
5288,44655
5289,51519
5290,44382
5291,43290
5292,43212
5293,43251
5294,43251
5295,43251
5296,43290
5297,43329
5298,43329
5299,43329
5300,43329
5301,43368
5302,43368
5303,43368
5304,43407
5305,43368
5306,43329
5307,43407
5308,43407
5309,43329
5310,43368
5311,43407
5312,43407
5313,43407
5314,43485
5315,43446
5316,43446
5317,43446
5318,43446
5319,43524
5320,43524
5321,43524
5322,43485
5323,43524
5324,43524
5325,43524
5326,43563
5327,43602
5328,43563
5329,43602
5330,43524
5331,43602
5332,43602
5333,43563
5334,43602
5335,43602
5336,43641
5337,43641
5338,43641
5339,43602
5340,43641
5341,43641
5342,43719
5343,47229
5344,43719
5345,43680
5346,43719
5347,43680
5348,43719
5349,43719
5350,43719
5351,43797
5352,43836
5353,43719
5354,43797
5355,43797
5356,43797
5357,43836
5358,43758
5359,43836
5360,43797
5361,43797
5362,43836
5363,43836
5364,43797
5365,43836
5366,43836
5367,43875
5368,43914
5369,43914
5370,43875
5371,43914
5372,43953
5373,43914
5374,43953
5375,43914
5376,43914
5377,43914
5378,43914
5379,43953
5380,44031
5381,43992
5382,46527
5383,52377
5384,51402
5385,49413
5386,45981
5387,44304
5388,44304
5389,44304
5390,44304
5391,44265
5392,44304
5393,44382
5394,44343
5395,44304
5396,44343
5397,44382
5398,44421
5399,44421
5400,44421
5401,44382
5402,44421
5403,44382
5404,44460
5405,44421
5406,44421
5407,44460
5408,44460
5409,44460
5410,44460
5411,44499
5412,44538
5413,44538
5414,44499
5415,44499
5416,44538
5417,44577
5418,44577
5419,44538
5420,44577
5421,44616
5422,44616
5423,44616
5424,44577
5425,44616
5426,44616
5427,44655
5428,44655
5429,48009
5430,44616
5431,44616
5432,44694
5433,44655
5434,44694
5435,44694
5436,44655
5437,44733
5438,44694
5439,44694
5440,44772
5441,44772
5442,44772
5443,44772
5444,44733
5445,44772
5446,44772
5447,44772
5448,44850
5449,44811
5450,44811
5451,44772
5452,44811
5453,44811
5454,44850
5455,44811
5456,44889
5457,44889
5458,44889
5459,44928
5460,44889
5461,44967
5462,44928
5463,44967
5464,44928
5465,44928
5466,44889
5467,44889
5468,45006
5469,45006
5470,44967
5471,44967
5472,44967
5473,45006
5474,45045
5475,45084
5476,45045
5477,45084
5478,45045
5479,45123
5480,45084
5481,45084
5482,45084
5483,45045
5484,45084
5485,45123
5486,45084
5487,45123
5488,45123
5489,45201
5490,45162
5491,45123
5492,45162
5493,45162
5494,45123
5495,45240
5496,45240
5497,45123
5498,45162
5499,45162
5500,45201
5501,45240
5502,45240
5503,45240
5504,45279
5505,45279
5506,45279
5507,45240
5508,45279
5509,45240
5510,45318
5511,45279
5512,45357
5513,45318
5514,48555
5515,45396
5516,45318
5517,45357
5518,45396
5519,45357
5520,45357
5521,45435
5522,45396
5523,45435
5524,45396
5525,45435
5526,45435
5527,45435
5528,45435
5529,45435
5530,45474
5531,45513
5532,45552
5533,45474
5534,45474
5535,45513
5536,45513
5537,45513
5538,45513
5539,45552
5540,45552
5541,45591
5542,45591
5543,45552
5544,46839
5545,54795
5546,45279
5547,45357
5548,45318
5549,45357
5550,45357
5551,45357
5552,45396
5553,45435
5554,45435
5555,45435
5556,45435
5557,45435
5558,45513
5559,45435
5560,45435
5561,45435
5562,45474
5563,45474
5564,45435
5565,45474
5566,45513
5567,45513
5568,45513
5569,45552
5570,45513
5571,45513
5572,45591
5573,45591
5574,45591
5575,45552
5576,45591
5577,45552
5578,45591
5579,45591
5580,45630
5581,45630
5582,45630
5583,45669
5584,45669
5585,45669
5586,45669
5587,45669
5588,45708
5589,45630
5590,45747
5591,45669
5592,45669
5593,45669
5594,45747
5595,45747
5596,45747
5597,45786
5598,48438
5599,45747
5600,45786
5601,45786
5602,45786
5603,45786
5604,45786
5605,45825
5606,45825
5607,45825
5608,45864
5609,45825
5610,45903
5611,45903
5612,45864
5613,45903
5614,45942
5615,45942
5616,45942
5617,45903
5618,45942
5619,45981
5620,45942
5621,45942
5622,45942
5623,45981
5624,45981
5625,45981
5626,45942
5627,45981
5628,48399
5629,54522
5630,54912
5631,46644
5632,46020
5633,46059
5634,46059
5635,46059
5636,45981
5637,46059
5638,46059
5639,46137
5640,46137
5641,46098
5642,46098
5643,46137
5644,46137
5645,46137
5646,46176
5647,46137
5648,46176
5649,46176
5650,46176
5651,46176
5652,46215
5653,46215
5654,46254
5655,46176
5656,46254
5657,46254
5658,46254
5659,46254
5660,46254
5661,46254
5662,46332
5663,46293
5664,46293
5665,46293
5666,46332
5667,46293
5668,46371
5669,46332
5670,46332
5671,46332
5672,46410
5673,46332
5674,46371
5675,46410
5676,46410
5677,46410
5678,46410
5679,46410
5680,49764
5681,47775
5682,46410
5683,46449
5684,46488
5685,47619
5686,48516
5687,47034
5688,46449
5689,46527
5690,46527
5691,46527
5692,46527
5693,46527
5694,46527
5695,46527
5696,46566
5697,46527
5698,46566
5699,46566
5700,46566
5701,46605
5702,46605
5703,46605
5704,46644
5705,46605
5706,46644
5707,46644
5708,46644
5709,46683
5710,46644
5711,46683
5712,51714
5713,56706
5714,55107
5715,48360
5716,47034
5717,47034
5718,47034
5719,46995
5720,46956
5721,47034
5722,47073
5723,47073
5724,47034
5725,47034
5726,47034
5727,47112
5728,47073
5729,47151
5730,47151
5731,47151
5732,47112
5733,47112
5734,47112
5735,47190
5736,47112
5737,47112
5738,47151
5739,47151
5740,47229
5741,47229
5742,47190
5743,47229
5744,47268
5745,47268
5746,47268
5747,47268
5748,47307
5749,47229
5750,47307
5751,47268
5752,47346
5753,47268
5754,47307
5755,47307
5756,47346
5757,47307
5758,47385
5759,47307
5760,47346
5761,52416
5762,47385
5763,47424
5764,47424
5765,47424
5766,47463
5767,47424
5768,47385
5769,47463
5770,47463
5771,47424
5772,47424
5773,47463
5774,47502
5775,47424
5776,47502
5777,47502
5778,47580
5779,47502
5780,47541
5781,47541
5782,47541
5783,47580
5784,47580
5785,47502
5786,48828
5787,47619
5788,47580
5789,47580
5790,47580
5791,47580
5792,47658
5793,47658
5794,47619
5795,47580
5796,47697
5797,47697
5798,47619
5799,47619
5800,47697
5801,47697
5802,47658
5803,47697
5804,47736
5805,47697
5806,47775
5807,47814
5808,47775
5809,47775
5810,47775
5811,47736
5812,47814
5813,47814
5814,47814
5815,47853
5816,47853
5817,47853
5818,47853
5819,47892
5820,47892
5821,47931
5822,47892
5823,47853
5824,47892
5825,47853
5826,47853
5827,47892
5828,47892
5829,47970
5830,47970
5831,47970
5832,47892
5833,47931
5834,47970
5835,47931
5836,47931
5837,48009
5838,48009
5839,47970
5840,48009
5841,51012
5842,48048
5843,48009
5844,48048
5845,48087
5846,48048
5847,48126
5848,48087
5849,48126
5850,48087
5851,48087
5852,48087
5853,48126
5854,48165
5855,48126
5856,48126
5857,48126
5858,48126
5859,48126
5860,48165
5861,48165
5862,48243
5863,48165
5864,48165
5865,48243
5866,49491
5867,57993
5868,55653
5869,50388
5870,48243
5871,48321
5872,48282
5873,48282
5874,48282
5875,48282
5876,48321
5877,48360
5878,48321
5879,48321
5880,48360
5881,48321
5882,48360
5883,48399
5884,48399
5885,48399
5886,48399
5887,48360
5888,48438
5889,48438
5890,48438
5891,48399
5892,48399
5893,48477
5894,48477
5895,48438
5896,48516
5897,48516
5898,48438
5899,48399
5900,48516
5901,48555
5902,48555
5903,48594
5904,48594
5905,48555
5906,48555
5907,48555
5908,48555
5909,48555
5910,48594
5911,48594
5912,48594
5913,48633
5914,48672
5915,48594
5916,48672
5917,48633
5918,48672
5919,48672
5920,51948
5921,48711
5922,48750
5923,48711
5924,48672
5925,48750
5926,48711
5927,48711
5928,48711
5929,48789
5930,48750
5931,48789
5932,48789
5933,48789
5934,48789
5935,48828
5936,48750
5937,48789
5938,48828
5939,48789
5940,48867
5941,48828
5942,48867
5943,48867
5944,48828
5945,48867
5946,48828
5947,48867
5948,54600
5949,55302
5950,57213
5951,48945
5952,48867
5953,48945
5954,48984
5955,48945
5956,48984
5957,48984
5958,49023
5959,48984
5960,48984
5961,48945
5962,49023
5963,48984
5964,49023
5965,49023
5966,48984
5967,49023
5968,49023
5969,49062
5970,49101
5971,49101
5972,49023
5973,49101
5974,49101
5975,49140
5976,49062
5977,49140
5978,49140
5979,49140
5980,49140
5981,49101
5982,49179
5983,49218
5984,49140
5985,49218
5986,49257
5987,49218
5988,49296
5989,49218
5990,49257
5991,49296
5992,49218
5993,49296
5994,49257
5995,49296
5996,49296
5997,49335
5998,52728
5999,49296
6000,49335
6001,49296
6002,49374
6003,49413
6004,49452
6005,49335
6006,49374
6007,49374
6008,49413
6009,49413
6010,49413
6011,49452
6012,49452
6013,49452
6014,49452
6015,49452
6016,49452
6017,49491
6018,49491
6019,49491
6020,49530
6021,49530
6022,49569
6023,49530
6024,49491
6025,49530
6026,49530
6027,49569
6028,49569
6029,49530
6030,50778
6031,49608
6032,49608
6033,49608
6034,49608
6035,49608
6036,49647
6037,49647
6038,49647
6039,49647
6040,49608
6041,49686
6042,49647
6043,49686
6044,49725
6045,49686
6046,49725
6047,49725
6048,49686
6049,49686
6050,49764
6051,49764
6052,49764
6053,49725
6054,49725
6055,49764
6056,50856
6057,50232
6058,50310
6059,49803
6060,49842
6061,49803
6062,49803
6063,49881
6064,49920
6065,49881
6066,49803
6067,49881
6068,49920
6069,49881
6070,49881
6071,49920
6072,49959
6073,49959
6074,51129
6075,54483
6076,50271
6077,50583
6078,53196
6079,50505
6080,55692
6081,59943
6082,50934
6083,50544
6084,50076
6085,50778
6086,49764
6087,50544
6088,50076
6089,50037
6090,50076
6091,50076
6092,50154
6093,50154
6094,50076
6095,50076
6096,50037
6097,50115
6098,50076
6099,50193
6100,50115
6101,50154
6102,50154
6103,50154
6104,50232
6105,50154
6106,50232
6107,50193
6108,50193
6109,50232
6110,50193
6111,50271
6112,50232
6113,50310
6114,50232
6115,50271
6116,51480
6117,51090
6118,51480
6119,51558
6120,51675
6121,51636
6122,51558
6123,51675
6124,51441
6125,51636
6126,51597
6127,51480
6128,50817
6129,50349
6130,50427
6131,50310
6132,50427
6133,50388
6134,50427
6135,50427
6136,50427
6137,50427
6138,50466
6139,50466
6140,50466
6141,50427
6142,50505
6143,50505
6144,50544
6145,50544
6146,50544
6147,50583
6148,50583
6149,50505
6150,55380
6151,52182
6152,50505
6153,50583
6154,50817
6155,51051
6156,50583
6157,50661
6158,50622
6159,50661
6160,50700
6161,50583
6162,50661
6163,50661
6164,50622
6165,50700
6166,50700
6167,50700
6168,50661
6169,50661
6170,50739
6171,50739
6172,50700
6173,50739
6174,50778
6175,50739
6176,50739
6177,60021
6178,50427
6179,50466
6180,50427
6181,50505
6182,50544
6183,50544
6184,50583
6185,50544
6186,50505
6187,50544
6188,50544
6189,50583
6190,50583
6191,50622
6192,50583
6193,50622
6194,50661
6195,50622
6196,50622
6197,50661
6198,50661
6199,50661
6200,50622
6201,50700
6202,50739
6203,50700
6204,50700
6205,50700
6206,50661
6207,50739
6208,50739
6209,50661
6210,50778
6211,50778
6212,50778
6213,50778
6214,50778
6215,50739
6216,50817
6217,50817
6218,50817
6219,50817
6220,50856
6221,50895
6222,50856
6223,50856
6224,50895
6225,148005
6226,50856
6227,50895
6228,50895
6229,50895
6230,50973
6231,50895
6232,50973
6233,50973
6234,50973
6235,50973
6236,50973
6237,50973
6238,50934
6239,51051
6240,50973
6241,51012
6242,51012
6243,51012
6244,51051
6245,51090
6246,50973
6247,51051
6248,51051
6249,51090
6250,51012
6251,51129
6252,51090
6253,51129
6254,51129
6255,51129
6256,57252
6257,57291
6258,59982
6259,60996
6260,51558
6261,51441
6262,51480
6263,51519
6264,51480
6265,51519
6266,51519
6267,51558
6268,51519
6269,51519
6270,51636
6271,51558
6272,51558
6273,51558
6274,51597
6275,51636
6276,51597
6277,51597
6278,51636
6279,51636
6280,51636
6281,51675
6282,51636
6283,51675
6284,51714
6285,51675
6286,51714
6287,51675
6288,51675
6289,51675
6290,51675
6291,51675
6292,51714
6293,51714
6294,51753
6295,51753
6296,51792
6297,55653
6298,51792
6299,51714
6300,51792
6301,51792
6302,51831
6303,51831
6304,51831
6305,51831
6306,51831
6307,51909
6308,51870
6309,51870
6310,51870
6311,51909
6312,51909
6313,51948
6314,51948
6315,51948
6316,51948
6317,51987
6318,51948
6319,51909
6320,51987
6321,51987
6322,51948
6323,51987
6324,52611
6325,52455
6326,51987
6327,51987
6328,52065
6329,52026
6330,52065
6331,52065
6332,52065
6333,52104
6334,52104
6335,52065
6336,52143
6337,52143
6338,52143
6339,52143
6340,52104
6341,52143
6342,52143
6343,52143
6344,52221
6345,52182
6346,52143
6347,52182
6348,52182
6349,52143
6350,52221
6351,52221
6352,52221
6353,52182
6354,52260
6355,52221
6356,52260
6357,52260
6358,52299
6359,52338
6360,52338
6361,52338
6362,52260
6363,52299
6364,52377
6365,52338
6366,52299
6367,52299
6368,52260
6369,52299
6370,55458
6371,52377
6372,52338
6373,52338
6374,52455
6375,52377
6376,52377
6377,52377
6378,52455
6379,52416
6380,52494
6381,52416
6382,52494
6383,52494
6384,52416
6385,52494
6386,52533
6387,52533
6388,52533
6389,52494
6390,52533
6391,52533
6392,52494
6393,52533
6394,52533
6395,52650
6396,53820
6397,61269
6398,52845
6399,52338
6400,52260
6401,52299
6402,52338
6403,52338
6404,52338
6405,52377
6406,52416
6407,52338
6408,52416
6409,52377
6410,52377
6411,52416
6412,52416
6413,52455
6414,52377
6415,52455
6416,52455
6417,52455
6418,52416
6419,52533
6420,52494
6421,52533
6422,52455
6423,52455
6424,52572
6425,52494
6426,52455
6427,52494
6428,52572
6429,52533
6430,52572
6431,52572
6432,52533
6433,52494
6434,52611
6435,52611
6436,52611
6437,52572
6438,52650
6439,52611
6440,52611
6441,52572
6442,52611
6443,52650
6444,52767
6445,52650
6446,52689
6447,52728
6448,52767
6449,52728
6450,52767
6451,52767
6452,52806
6453,52806
6454,52728
6455,52806
6456,52806
6457,52806
6458,52806
6459,52728
6460,52767
6461,52767
6462,52767
6463,52845
6464,52767
6465,52806
6466,52806
6467,52884
6468,52845
6469,52884
6470,52884
6471,63336
6472,61074
6473,60606
6474,57603
6475,53274
6476,53274
6477,53157
6478,53274
6479,53235
6480,53235
6481,53235
6482,53235
6483,53313
6484,53274
6485,53313
6486,53352
6487,53352
6488,53352
6489,53391
6490,53352
6491,53313
6492,53352
6493,53313
6494,53313
6495,53430
6496,53352
6497,53352
6498,53430
6499,53430
6500,53391
6501,53469
6502,53508
6503,53508
6504,53469
6505,53469
6506,53508
6507,53469
6508,53547
6509,53547
6510,53508
6511,53469
6512,53547
6513,53508
6514,53508
6515,57252
6516,53586
6517,53625
6518,54834
6519,53664
6520,54327
6521,52806
6522,54093
6523,55185
6524,55146
6525,54132
6526,54054
6527,53586
6528,54405
6529,53742
6530,53664
6531,52845
6532,54171
6533,55029
6534,54678
6535,55068
6536,54990
6537,56316
6538,54444
6539,53820
6540,53781
6541,53781
6542,53742
6543,53820
6544,53859
6545,53781
6546,53781
6547,53820
6548,53859
6549,53898
6550,53898
6551,53859
6552,53820
6553,53937
6554,53898
6555,53937
6556,53898
6557,53937
6558,53937
6559,53898
6560,53976
6561,53937
6562,53937
6563,54015
6564,53937
6565,53976
6566,53976
6567,54015
6568,53976
6569,54054
6570,54054
6571,54054
6572,54054
6573,54054
6574,54015
6575,54093
6576,54093
6577,54054
6578,54093
6579,54132
6580,54132
6581,54093
6582,54093
6583,54093
6584,54171
6585,54171
6586,58266
6587,54093
6588,54171
6589,54171
6590,54171
6591,54249
6592,54210
6593,54171
6594,54249
6595,54249
6596,54171
6597,54171
6598,54249
6599,54210
6600,54327
6601,54249
6602,54288
6603,54288
6604,54327
6605,54327
6606,54327
6607,54327
6608,54288
6609,54327
6610,54366
6611,54366
6612,54327
6613,54366
6614,54405
6615,54405
6616,54444
6617,54444
6618,54444
6619,54444
6620,54444
6621,54444
6622,54405
6623,54444
6624,54483
6625,54483
6626,54483
6627,54483
6628,54561
6629,54483
6630,54483
6631,54522
6632,54522
6633,54522
6634,54561
6635,54561
6636,54600
6637,54600
6638,54522
6639,54561
6640,54600
6641,54600
6642,54678
6643,54600
6644,54600
6645,54678
6646,54639
6647,54639
6648,54678
6649,54678
6650,54678
6651,54717
6652,54717
6653,54717
6654,54717
6655,54717
6656,58032
6657,54717
6658,54717
6659,54756
6660,54756
6661,54756
6662,54756
6663,54795
6664,54834
6665,54834
6666,54795
6667,54834
6668,54834
6669,54873
6670,54873
6671,54834
6672,54873
6673,54912
6674,54834
6675,54912
6676,54873
6677,54912
6678,54873
6679,54951
6680,54951
6681,54912
6682,54873
6683,54912
6684,54912
6685,54990
6686,54951
6687,54951
6688,54990
6689,55029
6690,54990
6691,54990
6692,55029
6693,54990
6694,55029
6695,55068
6696,55068
6697,55029
6698,55107
6699,55107
6700,55107
6701,55068
6702,55185
6703,55146
6704,55107
6705,55107
6706,55146
6707,55146
6708,56238
6709,55536
6710,55185
6711,56511
6712,55107
6713,55185
6714,55185
6715,55185
6716,55185
6717,55263
6718,55263
6719,55224
6720,55224
6721,55263
6722,55224
6723,55302
6724,55341
6725,55302
6726,57993
6727,55341
6728,55302
6729,55341
6730,55302
6731,55380
6732,55380
6733,55341
6734,55419
6735,55341
6736,55419
6737,55380
6738,55341
6739,55380
6740,55380
6741,55380
6742,55419
6743,55458
6744,55458
6745,55419
6746,55497
6747,55458
6748,55458
6749,56784
6750,62712
6751,57174
6752,55224
6753,55185
6754,55224
6755,55185
6756,55224
6757,55185
6758,55185
6759,55263
6760,55224
6761,55224
6762,55263
6763,55263
6764,55302
6765,55263
6766,55263
6767,55263
6768,55263
6769,55302
6770,55341
6771,55302
6772,55341
6773,55341
6774,55380
6775,55341
6776,55380
6777,55341
6778,55380
6779,55380
6780,55419
6781,55497
6782,55419
6783,55458
6784,55458
6785,55497
6786,55458
6787,55458
6788,55458
6789,55497
6790,55458
6791,55497
6792,55497
6793,56550
6794,55341
6795,60723
6796,55380
6797,55887
6798,56628
6799,58695
6800,55497
6801,55302
6802,55380
6803,55380
6804,55653
6805,56082
6806,55653
6807,55614
6808,55692
6809,55692
6810,55614
6811,55692
6812,55692
6813,55692
6814,55653
6815,55653
6816,55731
6817,55770
6818,55692
6819,55770
6820,55770
6821,55770
6822,55770
6823,55809
6824,60060
6825,63063
6826,65442
6827,65598
6828,56160
6829,56121
6830,56160
6831,56160
6832,56160
6833,56160
6834,56160
6835,56160
6836,56199
6837,56199
6838,56238
6839,56238
6840,56238
6841,56277
6842,56199
6843,57369
6844,57876
6845,56901
6846,56940
6847,56316
6848,56238
6849,56355
6850,56277
6851,56355
6852,56277
6853,56355
6854,56394
6855,56355
6856,56394
6857,56433
6858,56433
6859,56355
6860,56433
6861,56394
6862,61542
6863,56472
6864,56472
6865,56511
6866,56511
6867,56472
6868,56511
6869,56472
6870,56511
6871,56433
6872,56511
6873,56511
6874,56511
6875,56511
6876,56589
6877,56472
6878,56550
6879,56511
6880,56589
6881,56589
6882,56589
6883,56589
6884,56667
6885,57798
6886,65832
6887,56355
6888,56316
6889,56316
6890,56355
6891,56355
6892,56355
6893,56355
6894,56355
6895,56316
6896,56394
6897,56355
6898,56394
6899,56394
6900,56433
6901,56433
6902,56355
6903,56433
6904,56433
6905,56472
6906,56394
6907,56472
6908,56472
6909,56511
6910,56511
6911,59046
6912,56472
6913,56433
6914,56823
6915,56589
6916,56511
6917,57759
6918,56511
6919,56511
6920,56550
6921,56550
6922,56550
6923,56550
6924,56589
6925,56667
6926,56667
6927,56628
6928,56589
6929,62010
6930,56706
6931,56589
6932,56628
6933,56667
6934,56667
6935,56628
6936,56706
6937,56667
6938,56667
6939,56667
6940,56745
6941,56706
6942,56706
6943,56784
6944,56745
6945,56784
6946,56745
6947,56745
6948,56745
6949,56784
6950,56823
6951,56823
6952,56823
6953,56784
6954,56862
6955,56862
6956,56784
6957,56862
6958,58461
6959,66222
6960,66963
6961,66807
6962,57252
6963,57213
6964,57213
6965,57291
6966,57330
6967,58422
6968,58734
6969,57759
6970,58890
6971,58968
6972,57291
6973,57330
6974,57330
6975,57369
6976,57369
6977,57408
6978,58500
6979,57720
6980,58929
6981,57759
6982,57369
6983,57408
6984,57486
6985,59124
6986,58929
6987,57447
6988,58578
6989,58032
6990,57486
6991,57447
6992,57525
6993,57525
6994,57525
6995,57525
6996,61893
6997,57603
6998,57564
6999,57564
7000,57486
7001,57642
7002,57525
7003,57564
7004,57642
7005,57603
7006,57603
7007,57681
7008,57681
7009,57642
7010,57603
7011,57681
7012,57603
7013,57603
7014,57720
7015,57720
7016,57720
7017,57681
7018,58968
7019,66846
7020,57408
7021,57369
7022,57408
7023,57447
7024,57369
7025,57408
7026,57447
7027,57447
7028,57486
7029,57447
7030,57486
7031,57486
7032,57525
7033,57447
7034,57486
7035,57525
7036,57525
7037,57564
7038,57564
7039,57564
7040,57564
7041,57525
7042,57603
7043,57603
7044,57603
7045,57564
7046,57525
7047,57603
7048,57603
7049,57603
7050,57681
7051,57603
7052,57642
7053,57603
7054,57642
7055,57681
7056,57642
7057,57720
7058,57681
7059,57720
7060,57642
7061,57759
7062,61971
7063,57720
7064,57759
7065,57759
7066,57759
7067,57798
7068,57759
7069,57759
7070,57720
7071,57798
7072,57837
7073,57837
7074,57837
7075,57759
7076,57876
7077,57837
7078,57876
7079,57876
7080,57876
7081,57876
7082,57915
7083,57876
7084,57954
7085,57915
7086,57954
7087,57915
7088,57954
7089,57954
7090,63882
7091,65871
7092,67119
7093,65949
7094,58305
7095,58266
7096,58344
7097,58383
7098,58383
7099,58383
7100,58422
7101,58383
7102,58422
7103,58383
7104,58422
7105,58500
7106,58422
7107,58539
7108,58422
7109,58461
7110,58500
7111,58500
7112,58500
7113,58500
7114,58500
7115,58500
7116,58539
7117,58578
7118,58539
7119,58539
7120,58578
7121,58500
7122,58617
7123,58578
7124,58617
7125,58617
7126,58578
7127,62556
7128,58617
7129,58617
7130,59748
7131,59085
7132,59865
7133,59085
7134,59748
7135,59046
7136,58656
7137,58734
7138,58734
7139,58734
7140,58656
7141,58734
7142,58734
7143,58773
7144,58734
7145,58734
7146,58812
7147,58773
7148,59787
7149,61698
7150,68757
7151,58773
7152,59007
7153,58851
7154,58851
7155,58695
7156,58500
7157,58500
7158,58500
7159,58500
7160,58500
7161,58578
7162,58578
7163,58578
7164,58578
7165,58539
7166,58578
7167,58539
7168,58539
7169,58617
7170,58617
