N,Time (ms)
2509,20709
2510,20748
2511,20748
2512,20748
2513,20787
2514,20787
2515,20787
2516,20787
2517,20826
2518,20787
2519,20787
2520,20826
2521,20865
2522,20826
2523,20865
2524,20865
2525,20904
2526,20865
2527,20865
2528,20904
2529,20904
2530,20904
2531,20943
2532,20904
2533,20943
2534,20943
2535,20982
2536,20943
2537,20943
2538,20982
2539,21021
2540,21021
2541,21021
2542,21021
2543,20982
2544,21021
2545,21060
2546,21060
2547,21021
2548,21060
2549,22269
2550,26169
2551,23478
2552,20982
2553,20982
2554,20982
2555,20943
2556,20982
2557,21021
2558,21021
2559,21021
2560,21060
2561,21021
2562,21060
2563,21060
2564,21060
2565,21060
2566,21099
2567,21060
2568,21138
2569,21099
2570,21099
2571,21138
2572,21099
2573,21138
2574,21177
2575,21177
2576,21177
2577,21216
2578,21177
2579,21216
2580,21177
2581,21177
2582,21216
2583,21216
2584,21216
2585,21255
2586,21255
2587,21216
2588,21255
2589,21255
2590,21294
2591,21294
2592,21255
2593,21294
2594,21294
2595,21333
2596,21333
2597,21333
2598,21333
2599,21372
2600,21372
2601,21372
2602,21372
2603,21372
2604,21411
2605,21372
2606,21411
2607,21411
2608,21411
2609,21411
2610,21450
2611,21411
2612,21489
2613,21489
2614,21489
2615,21489
2616,21489
2617,21489
2618,21528
2619,21489
2620,21528
2621,21567
2622,21567
2623,21567
2624,21567
2625,21528
2626,21567
2627,21606
2628,21606
2629,21606
2630,21645
2631,21606
2632,21645
2633,21645
2634,21645
2635,22854
2636,22035
2637,21684
2638,21723
2639,21684
2640,21684
2641,21684
2642,22893
2643,22386
2644,22425
2645,22464
2646,22425
2647,22425
2648,22464
2649,22386
2650,22464
2651,22464
2652,22542
2653,22425
2654,22503
2655,26130
2656,22425
2657,22464
2658,22542
2659,22347
2660,22620
2661,22386
2662,22503
2663,22503
2664,22581
2665,22542
2666,22425
2667,21918
2668,21918
2669,21918
2670,21879
2671,21957
2672,21957
2673,21957
2674,21918
2675,21996
2676,21996
2677,21996
2678,21996
2679,21957
2680,22035
2681,22035
2682,22035
2683,22035
2684,22035
2685,22074
2686,22074
2687,22074
2688,22074
2689,22113
2690,22113
2691,22113
2692,22074
2693,22113
2694,22152
2695,22152
2696,22152
2697,22191
2698,22191
2699,22191
2700,22191
2701,22230
2702,22230
2703,22230
2704,22191
2705,22230
2706,22230
2707,22269
2708,22230
2709,22269
2710,22230
2711,22269
2712,22308
2713,22230
2714,22269
2715,22308
2716,22308
2717,22386
2718,22347
2719,22347
2720,22308
2721,22347
2722,22386
2723,22386
2724,22386
2725,22425
2726,22386
2727,22425
2728,22386
2729,22425
2730,22386
2731,22464
2732,22464
2733,22464
2734,22464
2735,22464
2736,22503
2737,22464
2738,22464
2739,22503
2740,22503
2741,22503
2742,22542
2743,22503
2744,22503
2745,22542
2746,22581
2747,22581
2748,22581
2749,22581
2750,22620
2751,22542
2752,22581
2753,22620
2754,22620
2755,22620
2756,22659
2757,22659
2758,22620
2759,22659
2760,22659
2761,22659
2762,22698
2763,22698
2764,22698
2765,22737
2766,22737
2767,22698
2768,22737
2769,22776
2770,22776
2771,22776
2772,22776
2773,22776
2774,22815
2775,22854
2776,22815
2777,22854
2778,22854
2779,22854
2780,22815
2781,22854
2782,22893
2783,22893
2784,22854
2785,22932
2786,22932
2787,22854
2788,22893
2789,22932
2790,22932
2791,22932
2792,22932
2793,22932
2794,22971
2795,22971
2796,22971
2797,22971
2798,23010
2799,23010
2800,23010
2801,23010
2802,23010
2803,23049
2804,23049
2805,23049
2806,23049
2807,23010
2808,23088
2809,23088
2810,23088
2811,23088
2812,23127
2813,23088
2814,23088
2815,23127
2816,23166
2817,23127
2818,23166
2819,23166
2820,23205
2821,23205
2822,27339
2823,23205
2824,24336
2825,23283
2826,23244
2827,23244
2828,23517
2829,23244
2830,23283
2831,23283
2832,23244
2833,23322
2834,23283
2835,23283
2836,23244
2837,23283
2838,23244
2839,23283
2840,23322
2841,23361
2842,23322
2843,23361
2844,23322
2845,23400
2846,23322
2847,23361
2848,23322
2849,23400
2850,23361
2851,23439
2852,23439
2853,23400
2854,23439
2855,23400
2856,23439
2857,23439
2858,23478
2859,23517
2860,23439
2861,23517
2862,23556
2863,24648
2864,23868
2865,23517
2866,23478
2867,23556
2868,23595
2869,23595
2870,23595
2871,23595
2872,23634
2873,23634
2874,23634
2875,23595
2876,23673
2877,23634
2878,23634
2879,23673
2880,23712
2881,23673
2882,24882
2883,23673
2884,23712
2885,23712
2886,23712
2887,23751
2888,23751
2889,23751
2890,23751
2891,23751
2892,23790
2893,23790
2894,23790
2895,23790
2896,23790
2897,23829
2898,23829
2899,23868
2900,23868
2901,23868
2902,23868
2903,23829
2904,23868
2905,23868
2906,23946
2907,23907
2908,23907
2909,23868
2910,23946
2911,23907
2912,23946
2913,23946
2914,23985
2915,23985
2916,23946
2917,23985
2918,23985
2919,23985
2920,24024
2921,24024
2922,24024
2923,23985
2924,24024
2925,24024
2926,24063
2927,24102
2928,24063
2929,24063
2930,24102
2931,24102
2932,24102
2933,24063
2934,24102
2935,24102
2936,24141
2937,24141
2938,24141
2939,24141
2940,24180
2941,24141
2942,24219
2943,24180
2944,24219
2945,24219
2946,24219
2947,24219
2948,24258
2949,24258
2950,24258
2951,24258
2952,24258
2953,24297
2954,24297
2955,24297
2956,24336
2957,24297
2958,24297
2959,24297
2960,24336
2961,24336
2962,24336
2963,24375
2964,24336
2965,24375
2966,24375
2967,24414
2968,24414
2969,24375
2970,28938
2971,24453
2972,24453
2973,24453
2974,24453
2975,24492
2976,24414
2977,24453
2978,24492
2979,24453
2980,24453
2981,24492
2982,24492
2983,24492
2984,24531
2985,24531
2986,24570
2987,24570
2988,24570
2989,24531
2990,24609
2991,24570
2992,24648
2993,24609
2994,24609
2995,24570
2996,24648
2997,24648
2998,24648
2999,24609
3000,24648
3001,24648
3002,24648
3003,24687
3004,24726
3005,24648
3006,24687
3007,24726
3008,24726
3009,24765
3010,24765
3011,24765
3012,24726
3013,24726
3014,24804
3015,24726
3016,24726
3017,24765
3018,24804
3019,24804
3020,24843
3021,24765
3022,24804
3023,24765
3024,24882
3025,24843
3026,24882
3027,24882
3028,24882
3029,24921
3030,24921
3031,24882
3032,24882
3033,24921
3034,24999
3035,24960
3036,24960
3037,24921
3038,24999
3039,24999
3040,24999
3041,25038
3042,24999
3043,25038
3044,24960
3045,25038
3046,25038
3047,24999
3048,25038
3049,25038
3050,25077
3051,25077
3052,25077
3053,25077
3054,25116
3055,25116
3056,25116
3057,25077
3058,25194
3059,25116
3060,25155
3061,25155
3062,25116
3063,25155
3064,25233
3065,25194
3066,25194
3067,25194
3068,25155
3069,25233
3070,25233
3071,25272
3072,25233
3073,25233
3074,25233
3075,25311
3076,25272
3077,25311
3078,25311
3079,25311
3080,25311
3081,25311
3082,25311
3083,25350
3084,25350
3085,25389
3086,25389
3087,25389
3088,25350
3089,25350
3090,25389
3091,25311
3092,25389
3093,25428
3094,25428
3095,25428
3096,25428
3097,25506
3098,25506
3099,25467
3100,25467
3101,25467
3102,25428
3103,25467
3104,25506
3105,25506
3106,25545
3107,25506
3108,25506
3109,25545
3110,25506
3111,25584
3112,25545
3113,25545
3114,25584
3115,25623
3116,25584
3117,25584
3118,25623
3119,25584
3120,25662
3121,28977
3122,25662
3123,26676
3124,27066
3125,25779
3126,25779
3127,25818
3128,26091
3129,25701
3130,28197
3131,25740
3132,27144
3133,25740
3134,25935
3135,25662
3136,25740
3137,25701
3138,25740
3139,25779
3140,26052
3141,25701
3142,25857
3143,25818
3144,25974
3145,26286
3146,25857
3147,25818
3148,90597
3149,26286
3150,26169
3151,26169
3152,26169
3153,26403
3154,26286
3155,26208
3156,26208
3157,26208
3158,26169
3159,26208
3160,26247
3161,26286
3162,26247
3163,26286
3164,26793
3165,33072
3166,28665
3167,31239
3168,30771
3169,26325
3170,26325
3171,26364
3172,26325
3173,26325
3174,26403
3175,26364
3176,26364
3177,26403
3178,26364
3179,26403
3180,26403
3181,26403
3182,26403
3183,26481
3184,26442
3185,26442
3186,26442
3187,26481
3188,26481
3189,26442
3190,26481
3191,26520
3192,26442
3193,26520
3194,26520
3195,26559
3196,26598
3197,26559
3198,26559
3199,26559
3200,26637
3201,26598
3202,26559
3203,26559
3204,26598
3205,26598
3206,26598
3207,26598
3208,26598
3209,26637
3210,26637
3211,26637
3212,26676
3213,26676
3214,26715
3215,26676
3216,26715
3217,26715
3218,26715
3219,26715
3220,26715
3221,26715
3222,26715
3223,26754
3224,26754
3225,26793
3226,26793
3227,26793
3228,26832
3229,26793
3230,26793
3231,26832
3232,26793
3233,26832
3234,26793
3235,26832
3236,26871
3237,26871
3238,26871
3239,26871
3240,26910
3241,26910
3242,26910
3243,26910
3244,26949
3245,26949
3246,26949
3247,26910
3248,26949
3249,26949
3250,26949
3251,26988
3252,26988
3253,26988
3254,27027
3255,27027
3256,54853
3257,26910
3258,27027
3259,26793
3260,26793
3261,26793
3262,26793
3263,26871
3264,26832
3265,26832
3266,26832
3267,26832
3268,26832
3269,27378
3270,26871
3271,26871
3272,26910
3273,26871
3274,26910
3275,26871
3276,26910
3277,26910
3278,26949
3279,26910
3280,26949
3281,26910
3282,26949
3283,26988
3284,26988
3285,26988
3286,26988
3287,27027
3288,27027
3289,26988
3290,27066
3291,27066
3292,27066
3293,27066
3294,27144
3295,27105
3296,27027
3297,27105
3298,27144
3299,27885
3300,27417
3301,27105
3302,27066
3303,27144
3304,27105
3305,27183
3306,27144
3307,27183
3308,27183
3309,27183
3310,27183
3311,27183
3312,27222
3313,27261
3314,27261
3315,27222
3316,27261
3317,27261
3318,27222
3319,27261
3320,27300
3321,27300
3322,27300
3323,27339
3324,27300
3325,27339
3326,27339
3327,27300
3328,27300
3329,27378
3330,27378
3331,27378
3332,27378
3333,27339
3334,27417
3335,27378
3336,27417
3337,27417
3338,27378
3339,27417
3340,27495
3341,27495
3342,27417
3343,27456
3344,27495
3345,27534
3346,27456
3347,27573
3348,27534
3349,27534
3350,27534
3351,27534
3352,27534
3353,27573
3354,27612
3355,27573
3356,27573
3357,27612
3358,27651
3359,27612
3360,27612
3361,27651
3362,27651
3363,27651
3364,27651
3365,27690
3366,27651
3367,27690
3368,27612
3369,27729
3370,27768
3371,27729
3372,27690
3373,27651
3374,27729
3375,27768
3376,27729
3377,27807
3378,27807
3379,27807
3380,27807
3381,27768
3382,27768
3383,27807
3384,27846
3385,33033
3386,27846
3387,27846
3388,28938
3389,28197
3390,27807
3391,27846
3392,27885
3393,27885
3394,27885
3395,27885
3396,27924
3397,27924
3398,27963
3399,27963
3400,27963
3401,27963
3402,27963
3403,27963
3404,28002
3405,27963
3406,28002
3407,28002
3408,28002
3409,28041
3410,28041
3411,28041
3412,28080
3413,28080
3414,28080
3415,28080
3416,28119
3417,28080
3418,28119
3419,28119
3420,28119
3421,28119
3422,28119
3423,28158
3424,28158
3425,28119
3426,28197
3427,28197
3428,28158
3429,28197
3430,28197
3431,28236
3432,28236
3433,28236
3434,28275
3435,29484
3436,28275
3437,28197
3438,28275
3439,28236
3440,28314
3441,28275
3442,28275
3443,28236
3444,28314
3445,28353
3446,28275
3447,30654
3448,29874
3449,28548
3450,28587
3451,28704
3452,28743
3453,28743
3454,28938
3455,28938
3456,29055
3457,28821
3458,28977
3459,28782
3460,28626
3461,28587
3462,28743
3463,29562
3464,29250
3465,29328
3466,29289
3467,28860
3468,28821
3469,28548
3470,28509
3471,28548
3472,28548
3473,28548
3474,28509
3475,28548
3476,28509
3477,28548
3478,28626
3479,28626
3480,28587
3481,28587
3482,28548
3483,28626
3484,28626
3485,28626
3486,28626
3487,28626
3488,28665
3489,28704
3490,28665
3491,28704
3492,28704
3493,28704
3494,28704
3495,28743
3496,28743
3497,28704
3498,28704
3499,28743
3500,28743
3501,28743
3502,28743
3503,28821
3504,28821
3505,28743
3506,28782
3507,58325
3508,29289
3509,45922
3510,29250
3511,29094
3512,29172
3513,29172
3514,49764
3515,28899
3516,28938
3517,28899
3518,28899
3519,29211
3520,28899
3521,28938
3522,28938
3523,28899
3524,28938
3525,29250
3526,28938
3527,28977
3528,29016
3529,28977
3530,28977
3531,29016
3532,29055
3533,28977
3534,29055
3535,29055
3536,29094
3537,29055
3538,29016
3539,29055
3540,29094
3541,29094
3542,29133
3543,29133
3544,29133
3545,29094
3546,29094
3547,29172
3548,29484
3549,29133
3550,29133
3551,29211
3552,29172
3553,29211
3554,29211
3555,29211
3556,29172
3557,29250
3558,29172
3559,29172
3560,29250
3561,29211
3562,29289
3563,29250
3564,29367
3565,29289
3566,29250
3567,29289
3568,29328
3569,29445
3570,30303
3571,29328
3572,29328
3573,29367
3574,29406
3575,29367
3576,29406
3577,29406
3578,29445
3579,29367
3580,29406
3581,29445
3582,29406
3583,29406
3584,29484
3585,29484
3586,29445
3587,29484
3588,29484
3589,29484
3590,29484
3591,29523
3592,29484
3593,29562
3594,29523
3595,29484
3596,29562
3597,29562
3598,29523
3599,29523
3600,29562
3601,29601
3602,29601
3603,29562
3604,29601
3605,29562
3606,29601
3607,29562
3608,29640
3609,29718
3610,29640
3611,29640
3612,29718
3613,29718
3614,29718
3615,29718
3616,29718
3617,29796
3618,29757
3619,29757
3620,29757
3621,29757
3622,29718
3623,29718
3624,29718
3625,29757
3626,29796
3627,29757
3628,29835
3629,29835
3630,29835
3631,29835
3632,29835
3633,29874
3634,29835
3635,29874
3636,29835
3637,29913
3638,29835
3639,29874
3640,29874
3641,33930
3642,29913
3643,29874
3644,29952
3645,29874
3646,29952
3647,29913
3648,29991
3649,29952
3650,29991
3651,29952
3652,30030
3653,30030
3654,29991
3655,30030
3656,29991
3657,30030
3658,30030
3659,30108
3660,30069
3661,30030
3662,30030
3663,30069
3664,30108
3665,30147
3666,30108
3667,30147
3668,30147
3669,30108
3670,30108
3671,30147
3672,30147
3673,30225
3674,30186
3675,30225
3676,30225
3677,30225
3678,30225
3679,30225
3680,35412
3681,30225
3682,34671
3683,30303
3684,30225
3685,30264
3686,30264
3687,30303
3688,31512
3689,36192
3690,33462
3691,30147
3692,30147
3693,30186
3694,30225
3695,30225
3696,30186
3697,30186
3698,30147
3699,30225
3700,30225
3701,30264
3702,30225
3703,30264
3704,30264
3705,30303
3706,30264
3707,30342
3708,30264
3709,30264
3710,30303
3711,30264
3712,30303
3713,30342
3714,30342
3715,30342
3716,31395
3717,30303
3718,30381
3719,30615
3720,30576
3721,30693
3722,30771
3723,30459
3724,30459
3725,30381
3726,30459
3727,30381
3728,30459
3729,30420
3730,30459
3731,30498
3732,30498
3733,30498
3734,30537
3735,30537
3736,30537
3737,30537
3738,30537
3739,30576
3740,30537
3741,30576
3742,30576
3743,31824
3744,30888
3745,30576
3746,30615
3747,30654
3748,30654
3749,30615
3750,30654
3751,30654
3752,30654
3753,30615
3754,30654
3755,30654
3756,30693
3757,30693
3758,30693
3759,30771
3760,30771
3761,30771
3762,30693
3763,30732
3764,30771
3765,34125
3766,30771
3767,30771
3768,30849
3769,30810
3770,30771
3771,30771
3772,30810
3773,30810
3774,30771
3775,30810
3776,30810
3777,30810
3778,30810
3779,30810
3780,30849
3781,30927
3782,30849
3783,30849
3784,30888
3785,30927
3786,30888
3787,30888
3788,30966
3789,30966
3790,30927
3791,30927
3792,30966
3793,31005
3794,30927
3795,31005
3796,30966
3797,31044
3798,30966
3799,31044
3800,31005
3801,31083
3802,31044
3803,31005
3804,31044
3805,31122
3806,31122
3807,31083
3808,31083
3809,31161
3810,31122
3811,31161
3812,31161
3813,31083
3814,31122
3815,31161
3816,31122
3817,31122
3818,31200
3819,31200
3820,31239
3821,33228
3822,38805
3823,32721
3824,39546
3825,33306
3826,39312
3827,32487
3828,31395
3829,31395
3830,31434
3831,31512
3832,31473
3833,31434
3834,31473
3835,31551
3836,31512
3837,31551
3838,31512
3839,31551
3840,31590
3841,31590
3842,31551
3843,31629
3844,31512
3845,31551
3846,31707
3847,31629
3848,31590
3849,31629
3850,31590
3851,31668
3852,31668
3853,31668
3854,31707
3855,31707
3856,31629
3857,31668
3858,31707
3859,31668
3860,31668
3861,31785
3862,31668
3863,31746
3864,31785
3865,31785
3866,31746
3867,31785
3868,31707
3869,31785
3870,31785
3871,31824
3872,31824
3873,31824
3874,31863
3875,31824
3876,31824
3877,31863
3878,31785
3879,31824
3880,31863
3881,31941
3882,31863
3883,31863
3884,31902
3885,35568
3886,31941
3887,31941
3888,31980
3889,31941
3890,31902
3891,31980
3892,31941
3893,31980
3894,32019
3895,32019
3896,31980
3897,33150
3898,32409
3899,32058
3900,32058
3901,32019
3902,32019
3903,32097
3904,32136
3905,32097
3906,32136
3907,32136
3908,32097
3909,32097
3910,32136
3911,32136
3912,32097
3913,32097
3914,32136
3915,32136
3916,32175
3917,32214
3918,32214
3919,32253
3920,32214
3921,32175
3922,32292
3923,32214
3924,32253
3925,32214
3926,32292
3927,32292
3928,32331
3929,32292
3930,32370
3931,32331
3932,32331
3933,36231
3934,38103
3935,37128
3936,37128
3937,32370
3938,32370
3939,32331
3940,32370
3941,32331
3942,32370
3943,32331
3944,32448
3945,32448
3946,32409
3947,32409
3948,32487
3949,32409
3950,32487
3951,32487
3952,32448
3953,32448
3954,32448
3955,32526
3956,32526
3957,32487
3958,32526
3959,32526
3960,32565
3961,32604
3962,32565
3963,32565
3964,32526
3965,32526
3966,32565
3967,32643
3968,32565
3969,32565
3970,32604
3971,32604
3972,32604
3973,32604
3974,32682
3975,32643
3976,32604
3977,32721
3978,32682
3979,32643
3980,32721
3981,32721
3982,32760
3983,32760
3984,32799
3985,32799
3986,32799
3987,32721
3988,32760
3989,32838
3990,32838
3991,32838
3992,32877
3993,32799
3994,32799
3995,32838
3996,32838
3997,32799
3998,32838
3999,32838
4000,32916
4001,36387
4002,32877
4003,32916
4004,32916
4005,32955
4006,32916
4007,32877
4008,32955
4009,32994
4010,32994
4011,32916
4012,32994
4013,32994
4014,32994
4015,33033
4016,32994
4017,32994
4018,33033
4019,33072
4020,33072
4021,32994
4022,33072
4023,32994
4024,33033
4025,33072
4026,33111
4027,33111
4028,33150
4029,33150
4030,33111
4031,33150
4032,33189
4033,33072
4034,33150
4035,33228
4036,33189
4037,33228
4038,33150
4039,33189
4040,33189
4041,33189
4042,33228
4043,33228
4044,33306
4045,33228
4046,33228
4047,33267
4048,33228
4049,33267
4050,33228
4051,33267
4052,33306
4053,33306
4054,33267
4055,33384
4056,33345
4057,33306
4058,33345
4059,33345
4060,33384
4061,33345
4062,33345
4063,33345
4064,33384
4065,33384
4066,33423
4067,33501
4068,33462
4069,33462
4070,33462
4071,33423
4072,33462
4073,33423
4074,33501
4075,33462
4076,33501
4077,33501
4078,33501
4079,33501
4080,33540
4081,33501
4082,33501
4083,33540
4084,33579
4085,33579
4086,33618
4087,33618
4088,33579
4089,33618
4090,33618
4091,33657
4092,33657
4093,33657
4094,33657
4095,33657
4096,33696
4097,33657
4098,33657
4099,33696
4100,33735
4101,33735
4102,33696
4103,33735
4104,33735
4105,33696
4106,33735
4107,33774
4108,33774
4109,33774
4110,33774
4111,33813
4112,33813
4113,33813
4114,33813
4115,36816
4116,33813
4117,33852
4118,33852
4119,33852
4120,33891
4121,33891
4122,33891
4123,33891
4124,33891
4125,33891
4126,33930
4127,33891
4128,33930
4129,33969
4130,33969
4131,33969
4132,33930
4133,33930
4134,34008
4135,33930
4136,34047
4137,33969
4138,34086
4139,33969
4140,34047
4141,33969
4142,33969
4143,34008
4144,34086
4145,34047
4146,34125
4147,34086
4148,34086
4149,34125
4150,34125
4151,34164
4152,34086
4153,34125
4154,34125
4155,34125
4156,35412
4157,37401
4158,40014
4159,33969
4160,33969
4161,34008
4162,34047
4163,34047
4164,34047
4165,34086
4166,34047
4167,34008
4168,34047
4169,34086
4170,34086
4171,34047
4172,34047
4173,34086
4174,34125
4175,34047
4176,34125
4177,34164
4178,34125
4179,34164
4180,34164
4181,34164
4182,34164
4183,34203
4184,34203
4185,34203
4186,34203
4187,34242
4188,34242
4189,34242
4190,34242
4191,34242
4192,34281
4193,34242
4194,34242
4195,34281
4196,34281
4197,34281
4198,34320
4199,34320
4200,34320
4201,34320
4202,34320
4203,34359
4204,34359
4205,34359
4206,34320
4207,34359
4208,34398
4209,34398
4210,34398
4211,34398
4212,34437
4213,34437
4214,34437
4215,34476
4216,34437
4217,34437
4218,36816
4219,34671
4220,34983
4221,34788
4222,34710
4223,36270
4224,34944
4225,39156
4226,34593
4227,34554
4228,34593
4229,34515
4230,34632
4231,34593
4232,34632
4233,34515
4234,34632
4235,34632
4236,34671
4237,34632
4238,34710
4239,34710
4240,34671
4241,34671
4242,34632
4243,34749
4244,34671
4245,34671
4246,34788
4247,34671
4248,34788
4249,34827
4250,34788
4251,34749
4252,34749
4253,34710
4254,34710
4255,34788
4256,34827
4257,34866
4258,34827
4259,34788
4260,34866
4261,34749
4262,34866
4263,34827
4264,42354
4265,35178
4266,34866
4267,34944
4268,34905
4269,34827
4270,34866
4271,34866
4272,34905
4273,34944
4274,34905
4275,34905
4276,34944
4277,34944
4278,34983
4279,35022
4280,34983
4281,34983
4282,35022
4283,35022
4284,35022
4285,35022
4286,34983
4287,35022
4288,35061
4289,35061
4290,35061
4291,35061
4292,35061
4293,35100
4294,35100
4295,35139
4296,35100
4297,35061
4298,35100
4299,35139
4300,35139
4301,35178
4302,35139
4303,35178
4304,35139
4305,35178
4306,35217
4307,35178
4308,35178
4309,35217
4310,35217
4311,35217
4312,35217
4313,35295
4314,35217
4315,35256
4316,35256
4317,35295
4318,35295
4319,35256
4320,35256
4321,35295
4322,35295
4323,35334
4324,35373
4325,35334
4326,35334
4327,35295
4328,35334
4329,35373
4330,35412
4331,35373
4332,35373
4333,40482
4334,37596
4335,35412
4336,35802
4337,35529
4338,35568
4339,35451
4340,35841
4341,36543
4342,35646
4343,35919
4344,35529
4345,36543
4346,36075
4347,35568
4348,36582
4349,35919
4350,35529
4351,35529
4352,35529
4353,35607
4354,35568
4355,35568
4356,35607
4357,35607
4358,35646
4359,35646
4360,35607
4361,35607
4362,35646
4363,35685
4364,35724
4365,35685
4366,35646
4367,35685
4368,35724
4369,35724
4370,35685
4371,35724
4372,35724
4373,35763
4374,35763
4375,35763
4376,35802
4377,35763
4378,35763
4379,35802
4380,35763
4381,35802
4382,35841
4383,35763
4384,35841
4385,35841
4386,35880
4387,35802
4388,35841
4389,35880
4390,35841
4391,35880
4392,35919
4393,35919
4394,35919
4395,35997
4396,35880
4397,35919
4398,35880
4399,35997
4400,35919
4401,35997
4402,35997
4403,35958
4404,36036
4405,35919
4406,35958
4407,35997
4408,35997
4409,36036
4410,35997
4411,36036
4412,36036
4413,36075
4414,36036
4415,36075
4416,36114
4417,36075
4418,36075
4419,36114
4420,36114
4421,36114
4422,36075
4423,38610
4424,36543
4425,36465
4426,36192
4427,36192
4428,36192
4429,36192
4430,36192
4431,36231
4432,36270
4433,36270
4434,36192
4435,36270
4436,36270
4437,36270
4438,40677
4439,36231
4440,36270
4441,36270
4442,36309
4443,36309
4444,36309
4445,36270
4446,36309
4447,36348
4448,36348
4449,36387
4450,36387
4451,36387
4452,36387
4453,36426
4454,36387
4455,36348
4456,36465
4457,36426
4458,36426
4459,36426
4460,36426
4461,36387
4462,36504
4463,36465
4464,36426
4465,36465
4466,36543
4467,36504
4468,36504
4469,36543
4470,36504
4471,36465
4472,37752
4473,36543
4474,36543
4475,36582
4476,36543
4477,36582
4478,36621
4479,36621
4480,36621
4481,36582
4482,36621
4483,36621
4484,36621
4485,36621
4486,36621
4487,36660
4488,36660
4489,36699
4490,36738
4491,36738
4492,36699
4493,36699
4494,36699
4495,36738
4496,36738
4497,36738
4498,36738
4499,36777
4500,36777
4501,36777
4502,36738
4503,36816
4504,36777
4505,36816
4506,36816
4507,36816
4508,36894
4509,36816
4510,36894
4511,36855
4512,36894
4513,36855
4514,36894
4515,36894
4516,36933
4517,36894
4518,36855
4519,36933
4520,36933
4521,36894
4522,36972
4523,36972
4524,36972
4525,36972
4526,36933
4527,36972
4528,37011
4529,36972
4530,37011
4531,37050
4532,37011
4533,37011
4534,37089
4535,37050
4536,37128
4537,37089
4538,37050
4539,37089
4540,37128
4541,37089
4542,40404
4543,37167
4544,37167
4545,37128
4546,37167
4547,37128
4548,37167
4549,37167
4550,37128
4551,37167
4552,37206
4553,37245
4554,37245
4555,37206
4556,37245
4557,37245
4558,37284
4559,37245
4560,37284
4561,37245
4562,37323
4563,37284
4564,37323
4565,37323
4566,37362
4567,37284
4568,37284
4569,37323
4570,37362
4571,37323
4572,37323
4573,37362
4574,37401
4575,37323
4576,37362
4577,37401
4578,37440
4579,37401
4580,37401
4581,37440
4582,37479
4583,37401
4584,37440
4585,37440
4586,37440
4587,37440
4588,37479
4589,37518
4590,37518
4591,37518
4592,37479
4593,37518
4594,37596
4595,37518
4596,37557
4597,37635
4598,37557
4599,37596
4600,37596
4601,37635
4602,37557
4603,37596
4604,37596
4605,37674
4606,37635
4607,37674
4608,37635
4609,37674
4610,37713
4611,37674
4612,37674
4613,37713
4614,37635
4615,37713
4616,37713
4617,37752
4618,37752
4619,37713
4620,37791
4621,37791
4622,37791
4623,37752
4624,37752
4625,37830
4626,37752
4627,37791
4628,37869
4629,37791
4630,37830
4631,37830
4632,37830
4633,37908
4634,37947
4635,37869
4636,37908
4637,37947
4638,37869
4639,37869
4640,37908
4641,37947
4642,37986
4643,41223
4644,38025
4645,37947
4646,37986
4647,37986
4648,37947
4649,37986
4650,37986
4651,37986
4652,37986
4653,38025
4654,38025
4655,37986
4656,38025
4657,38064
4658,38103
4659,38064
4660,38064
4661,38103
4662,38103
4663,38142
4664,38142
4665,38103
4666,38142
4667,38142
4668,38103
4669,38142
4670,38142
4671,38181
4672,38181
4673,38181
4674,38142
4675,38220
4676,38259
4677,38220
4678,38220
4679,38220
4680,38220
4681,38298
4682,38259
4683,38298
4684,38259
4685,38298
4686,38259
4687,38298
4688,38298
4689,38337
4690,38298
4691,38337
4692,38376
4693,38337
4694,38376
4695,38337
4696,38337
4697,38337
4698,38376
4699,38376
4700,38454
4701,38376
4702,38415
4703,38376
4704,38415
4705,38532
4706,38454
4707,38415
4708,38454
4709,38454
4710,38532
4711,38454
4712,38532
4713,38493
4714,38493
4715,38493
4716,38493
4717,38571
4718,38571
4719,38532
4720,38649
4721,38532
4722,38610
4723,38649
4724,38649
4725,38610
4726,38610
4727,38610
4728,38688
4729,38649
4730,38649
4731,38649
4732,38727
4733,38688
4734,38688
4735,38766
4736,38766
4737,38688
4738,38688
4739,38727
4740,38727
4741,39858
4742,43173
4743,38649
4744,38727
4745,39117
4746,39078
4747,39078
4748,39078
4749,39507
4750,38805
4751,38883
4752,38805
4753,38805
4754,38883
4755,38883
4756,38844
4757,38883
4758,38883
4759,38922
4760,38844
4761,38922
4762,38922
4763,38922
4764,38922
4765,38883
4766,38961
4767,38961
4768,38961
4769,38961
4770,38961
4771,39000
4772,38961
4773,39039
4774,39000
4775,39039
4776,39078
4777,39039
4778,39078
4779,39000
4780,39000
4781,39078
4782,39117
4783,39078
4784,39117
4785,39039
4786,41652
4787,47385
4788,44109
4789,44421
4790,48321
4791,39858
4792,39390
4793,39429
4794,39429
4795,39390
4796,39429
4797,39429
4798,39429
4799,39468
4800,39468
4801,39468
4802,39468
4803,39507
4804,39468
4805,39507
4806,39546
4807,39546
4808,39507
4809,39468
4810,39507
4811,39507
4812,39585
4813,39546
4814,39585
4815,39546
4816,39624
4817,39585
4818,39585
4819,39624
4820,39624
4821,39624
4822,39663
4823,39663
4824,39585
4825,39663
4826,39702
4827,39663
4828,39663
4829,39702
4830,39663
4831,39741
4832,39741
4833,39741
4834,39702
4835,39702
4836,39780
4837,39741
4838,43953
4839,39780
